单元ID,章节号,原文,上下文关联,领域,语体要求,关键术语,命名实体,Agent译文,人工修正
chap2_para85,2,"unknown
: Strictly speaking, this distinction refers not to the environment itself but to the agent’s (or designer’s) state of knowledge about the “laws of physics” of the environment. In a known environment, the outcomes (or outcome probabilities if the environment is nondeterministic) for all actions are given. Obviously, if the environment is unknown, the agent will have to learn how it works in order to make good decisions.",前：chap2_para84 | 后：chap2_para86,AI_Popular,Formal_Academic,"environment,unknown,agent",无,,
chap2_para86,2,"The distinction between known and unknown environments is not the same as the one between fully and partially observable environments. It is quite possible for a
known
environment to be
partially
observable—for example, in solitaire card games, I know the rules but am still unable to see the cards that have not yet been turned over. Conversely, an
unknown
environment can be
fully
observable—in a new video game, the screen may show the entire game state but I still don’t know what the buttons do until I try them.",前：chap2_para85 | 后：chap2_para87,AI_Popular,Formal_Academic,"environment,game,known",无,,
chap2_para87,2,"As noted on
page 57
, the performance measure itself may be unknown, either because the designer is not sure how to write it down correctly or because the ultimate user—whose preferences matter—is not known. For example, a taxi driver usually won’t know whether a new passenger prefers a leisurely or speedy journey, a cautious or aggressive driving style. A virtual personal assistant starts out knowing nothing about the personal preferences of its new owner. In such cases, the agent may learn more about the performance measure based on further interactions with the designer or user. This, in turn, suggests that the task environment is necessarily viewed as a multiagent environment.",前：chap2_para86 | 后：chap2_para88,AI_Popular,Semi_Formal_Academic,"performance,measure,designer",无,,
chap2_para88,2,"The hardest case is
partially observable
,
multiagent
,
nondeterministic
,
sequential
,
dynamic
,
continuous
, and
unknown
. Taxi driving is hard in all these senses, except that the driver’s environment is mostly known. Driving a rented car in a new country with unfamiliar geography, different traffic laws, and nervous passengers is a lot more exciting.",前：chap2_para87 | 后：chap2_para89,AI_Popular,Semi_Formal_Academic,"driving,hardest,case",无,,
chap2_para89,2,"Figure 2.6
lists the properties of a number of familiar environments. Note that the properties are not always cut and dried. For example, we have listed the medical-diagnosis task as single-agent because the disease process in a patient is not profitably modeled as an agent; but a medical-diagnosis system might also have to deal with recalcitrant patients and skeptical staff, so the environment could have a multiagent aspect. Furthermore, medical diagnosis is episodic if one conceives of the task as selecting a diagnosis given a list of symptoms; the problem is sequential if the task can include proposing a series of tests, evaluating progress over the course of treatment, handling multiple patients, and so on.",前：chap2_para88 | 后：chap2_para90,AI_Popular,Formal_Academic,"task,patient,list",无,,
chap2_para90,2,"Description
The block diagram starts with a block labeled Agent. There are eight blocks inside the Agent block. The first block inside the agent block is labeled, What the world is like now. Arrows from the second, third, and fourth blocks labeled State, How the world evolves, and What my actions do, point to the first block. A dashed arow from the first block points back to the state block. A solid arrow from the first block points to the fifth block labeled, What it will be like if I do action ""A"". Arrows from third and fourth blocks labeled, How the world evolves and What my action do, point to fifth block. An arrow from the fifth block points to the sixth block labeled, How happy I will be in such a state. An arrow from the seventh block labeled Utility also points to the sixth block. An arrow from the sixth block points to the eighth block labeled, What action I should do now. An arrow from the eighth block points to the Actuators. An arrow from the actuators points to the block labeled, Environment, which is outside the agent block. An arrow from the environment block points to the sensors in the agent block. An arrow from the sensors points back to the first block.",前：chap2_para89 | 后：chap2_para91,AI_Popular,Semi_Formal_Academic,"block,point,arrow","State,Actuators",,
chap2_para91,2,"×
Figure 2.6
Examples of task environments and their characteristics.",前：chap2_para90 | 后：chap2_para92,AI_Popular,Semi_Formal_Academic,"figure,example,task",无,,
chap2_para92,2,"We have not included a “known/unknown” column because, as explained earlier, this is not strictly a property of the environment. For some environments, such as chess and poker, it is quite easy to supply the agent with full knowledge of the rules, but it is nonetheless interesting to consider how an agent might learn to play these games without such knowledge.",前：chap2_para91 | 后：chap2_para93,AI_Popular,Formal_Academic,"environment,agent,knowledge",无,,
chap2_para93,2,"The code repository associated with this book (
aima.cs.berkeley.edu
) includes multiple environment implementations, together with a general-purpose environment simulator for evaluating an agent’s performance. Experiments are often carried out not for a single environment but for many environments drawn from an
environment class
. For example, to evaluate a taxi driver in simulated traffic, we would want to run many simulations with different traffic, lighting, and weather conditions. We are then interested in the agent’s average performance over the environment class.",前：chap2_para92 | 后：chap2_para94,AI_Popular,Semi_Formal_Academic,"environment,agent,performance",无,,
chap2_para94,2,"2.4The Structure of Agents
2.4
The Structure of Agents
So far we have talked about agents by describing
behavior
—the action that is performed after any given sequence of percepts. Now we must bite the bullet and talk about how the insides work. The job of AI is to design an
agent program
that implements the agent function—the mapping from percepts to actions. We assume this program will run on some sort of computing device with physical sensors and actuators—we call this the
agent architecture
:
agent = architecture
+
program.",前：chap2_para93 | 后：chap2_para95,AI_Popular,Semi_Formal_Academic,"agent,program,structure","2.4The Structure of Agents,The Structure of Agents
So,AI",,
