实体原文,实体类型,出现次数,建议译法（人工填写）,校验结果（通过/修改）,上下文
Suck,ORG,3,,,"In the erratic vacuum world, the Suck action works as follows: •When applied to a dirty square the action cleans the square and sometimes cleans up dirt in an adjacent square, too."
•When,PERSON,2,,,"In the erratic vacuum world, the Suck action works as follows: •When applied to a dirty square the action cleans the square and sometimes cleans up dirt in an adjacent square, too."
Vacuum,PERSON,1,,,"Example “a”, Deterministic world: Vacuum world states 1 and 3 are included in the first belief state."
Dirty,ORG,5,,,"An arrow labeled open square bracket B, Dirty close square bracket, points to the vacuum world state 2 of the third belief state."
Partially Observable Environments,ORG,1,,,"4Search in Partially Observable Environments We now turn to the problem of partial observability, where the agent’s percepts are not enough to pin down the exact state."
≠ ACTIONSP(s2,PERSON,1,,,"Suppose the agent is in belief state b = {s1, s2}, but ACTIONSP(s1) ≠ ACTIONSP(s2); then the agent is unsure of which actions are legal."
Open,PRODUCT,1,,,"The transmission from one belief state to the next is labeled in the order Suck, Open square bracket ""A"", clean close square bracket, Right, and Open square bracket B, Dirty close square bracket."
RESULTS,ORG,1,,,"3Solving partially observable problems The preceding section showed how to derive the RESULTS function for a nondeterministic belief-state problem from an underlying physical problem, given the PERCEPT function."
Description State,PERSON,1,,,Description State space 1: An arrow from a node labeled S points to a node labeled “a”.
G. An,PERSON,1,,,An arrow from the first unlabeled node points to a node labeled G. An arrow from the second unlabeled node points to a third unlabeled node which has a self-loop.
UPDATE(ba,GPE,1,,,"When the second percept, 1010, arrives, the robot does UPDATE(ba, 1010) and finds that the belief state has collapsed down to the single location shown in Figure 4."
UPDATE,ORG,1,,,"That’s the only location that could be the result of With nondeterministic actions the PREDICT step grows the belief state, but the UPDATE step shrinks it back down—as long as the percepts provide some useful identifying information."
Search Agents and Unknown,ORG,1,,,5Online Search Agents and Unknown Environments So far we have concentrated on agents that use offline search algorithms.
labyrinths,GPE,1,,,Methods for escaping from labyrinths—required knowledge for aspiring heroes of antiquity—are also examples of online search algorithms.
state s',ORG,1,,,"We’ll start by assuming a deterministic and fully observable environment (Chapter 16 relaxes these assumptions) and stipulate that the agent knows only the following: •ACTIONS(s), the legal actions in state s; •c(s, a, s'), the cost of applying action a in state s to arrive at state s'."
S and A,WORK_OF_ART,1,,,An online search algorithm that has visited states S and A cannot tell if it is in the top state space or the bottom one; the two look identical based on what the agent has seen.
Node 2,PERSON,2,,,Node 2 is shaded in red.
Node 4,PERSON,2,,,Node 4 is shaded in red.
S,PERSON,1,,,"22 shows an environment in which a random walk will take exponentially many steps to find the goal, because, for each state in the top row except S, backward progress is twice as likely as forward progress."
algorithm,PERSON,1,,,•An evolutionary algorithm is a stochastic hill-climbing search in which a population of states is maintained.
Raphson,PERSON,1,,,"Indeed, the Newton–Raphson method (Newton, 1671; Raphson, 1690) can be seen as a very efficient local search method for continuous spaces in which gradient information is available."
HARPY,ORG,1,,,"Beam search, which we have presented as a local search algorithm, originated as a bounded-width variant of dynamic programming for speech recognition in the HARPY system (Lowerre, 1976)."
Lowerre,ORG,1,,,"Beam search, which we have presented as a local search algorithm, originated as a bounded-width variant of dynamic programming for speech recognition in the HARPY system (Lowerre, 1976)."
Ch,PERSON,1,,,"A related algorithm is analyzed in depth by Pearl (1984, Ch."
Minton et al.,PERSON,1,,,The topic of local search was reinvigorated in the early 1990s by surprisingly good results for large constraint-satisfaction problems such as n-queens (Minton et al.
Selman,PERSON,2,,,", 1992) and Boolean satisfiability (Selman et al."
Christos Papadimitriou,PERSON,1,,,"This renaissance of what Christos Papadimitriou has called “New Age” algorithms also sparked increased interest among theoretical computer scientists (Koutsoupias and Papadimitriou, 1992; Aldous and Vazirani, 1994)."
New Age,WORK_OF_ART,1,,,"This renaissance of what Christos Papadimitriou has called “New Age” algorithms also sparked increased interest among theoretical computer scientists (Koutsoupias and Papadimitriou, 1992; Aldous and Vazirani, 1994)."
Koutsoupias,PERSON,1,,,"This renaissance of what Christos Papadimitriou has called “New Age” algorithms also sparked increased interest among theoretical computer scientists (Koutsoupias and Papadimitriou, 1992; Aldous and Vazirani, 1994)."
Papadimitriou,PERSON,2,,,"This renaissance of what Christos Papadimitriou has called “New Age” algorithms also sparked increased interest among theoretical computer scientists (Koutsoupias and Papadimitriou, 1992; Aldous and Vazirani, 1994)."
Vazirani,PERSON,1,,,"This renaissance of what Christos Papadimitriou has called “New Age” algorithms also sparked increased interest among theoretical computer scientists (Koutsoupias and Papadimitriou, 1992; Aldous and Vazirani, 1994)."
Glover,PRODUCT,1,,,"In the field of operations research, a variant of hill climbing called tabu search has gained popularity (Glover and Laguna, 1997)."
Laguna,GPE,1,,,"In the field of operations research, a variant of hill climbing called tabu search has gained popularity (Glover and Laguna, 1997)."
STAGE,ORG,1,,,"Another useful improvement on hill climbing is the STAGE algorithm (Boyan and Moore, 1998)."
Stützle,PERSON,2,,,Hoos and Stützle (2004) provide a book-length coverage of the topic.
Kirkpatrick,GPE,2,,,Simulated annealing was first described by Kirkpatrick et al.
Metropolis,PERSON,1,,,"(1983), who borrowed directly from the Metropolis algorithm (which is used to simulate complex systems in physics (Metropolis et al."
Metropolis et al.,PERSON,1,,,"(1983), who borrowed directly from the Metropolis algorithm (which is used to simulate complex systems in physics (Metropolis et al."
Los Alamos,GPE,1,,,", 1953) and was supposedly invented at a Los Alamos dinner party)."
Press et al.,ORG,1,,,The basic techniques are explained well by Bishop (1995); Press et al.
Dias,PERSON,1,,,Researchers have taken inspiration for search and optimization algorithms from a wide variety of fields of study: metallurgy (simulated annealing); biology (genetic algorithms); neuroscience (neural networks); mountaineering (hill climbing); economics (market-based algorithms (Dias et al.
Li,PERSON,1,,,", 2006)); physics (particle swarms (Li and Yao, 2012) and spin glasses (Mézard et al."
Yao,PERSON,1,,,", 2006)); physics (particle swarms (Li and Yao, 2012) and spin glasses (Mézard et al."
grey wolf,PERSON,1,,,", 1987)); animal behavior (reinforcement learning, grey wolf optimizers (Mirjalili and Lewis, 2014)); ornithology (Cuckoo search (Yang and Deb, 2014)); entomology (ant colony (Dorigo et al."
Mirjalili and Lewis,ORG,1,,,", 1987)); animal behavior (reinforcement learning, grey wolf optimizers (Mirjalili and Lewis, 2014)); ornithology (Cuckoo search (Yang and Deb, 2014)); entomology (ant colony (Dorigo et al."
Cuckoo,ORG,1,,,", 1987)); animal behavior (reinforcement learning, grey wolf optimizers (Mirjalili and Lewis, 2014)); ornithology (Cuckoo search (Yang and Deb, 2014)); entomology (ant colony (Dorigo et al."
Yang,PERSON,2,,,", 1987)); animal behavior (reinforcement learning, grey wolf optimizers (Mirjalili and Lewis, 2014)); ornithology (Cuckoo search (Yang and Deb, 2014)); entomology (ant colony (Dorigo et al."
Dorigo,ORG,1,,,", 1987)); animal behavior (reinforcement learning, grey wolf optimizers (Mirjalili and Lewis, 2014)); ornithology (Cuckoo search (Yang and Deb, 2014)); entomology (ant colony (Dorigo et al."
bee colony,PERSON,1,,,", 2008), bee colony (Karaboga and Basturk, 2007), firefly (Yang, 2009) and glowworm (Krishnanand and Ghose, 2009) optimization); and others."
Karaboga,PERSON,1,,,", 2008), bee colony (Karaboga and Basturk, 2007), firefly (Yang, 2009) and glowworm (Krishnanand and Ghose, 2009) optimization); and others."
Basturk,GPE,1,,,", 2008), bee colony (Karaboga and Basturk, 2007), firefly (Yang, 2009) and glowworm (Krishnanand and Ghose, 2009) optimization); and others."
Leonid Kantorovich,PERSON,1,,,Linear programming (LP) was first studied systematically by the mathematician Leonid Kantorovich (1939).
the simplex algorithm,ORG,1,,,"It was one of the first applications of computers; the simplex algorithm (Dantzig, 1949) is still used despite worst-case exponential complexity."
Dantzig,ORG,1,,,"It was one of the first applications of computers; the simplex algorithm (Dantzig, 1949) is still used despite worst-case exponential complexity."
Karmarkar,PERSON,1,,,"Karmarkar (1984) developed the far more efficient family of interior-point methods, which was shown to have polynomial complexity for the more general class of convex optimization problems by Nesterov and Nemirovski (1994)."
Nesterov,PERSON,1,,,"Karmarkar (1984) developed the far more efficient family of interior-point methods, which was shown to have polynomial complexity for the more general class of convex optimization problems by Nesterov and Nemirovski (1994)."
Nemirovski,PERSON,2,,,"Karmarkar (1984) developed the far more efficient family of interior-point methods, which was shown to have polynomial complexity for the more general class of convex optimization problems by Nesterov and Nemirovski (1994)."
Ben-Tal,PERSON,1,,,Excellent introductions to convex optimization are provided by Ben-Tal and Nemirovski (2001) and Boyd and Vandenberghe (2004).
Boyd,PERSON,1,,,Excellent introductions to convex optimization are provided by Ben-Tal and Nemirovski (2001) and Boyd and Vandenberghe (2004).
Vandenberghe,PERSON,1,,,Excellent introductions to convex optimization are provided by Ben-Tal and Nemirovski (2001) and Boyd and Vandenberghe (2004).
Sewall Wright,PERSON,1,,,Work by Sewall Wright (1931) on the concept of a fitness landscape was an important precursor to the development of genetic algorithms.
Box,PERSON,1,,,"In the 1950s, several statisticians, including Box (1957) and Friedman (1959), used evolutionary techniques for optimization problems, but it wasn’t until Rechenberg (1965) introduced evolution strategies to solve optimization problems for airfoils that the approach gained popularity."
Friedman,PERSON,1,,,"In the 1950s, several statisticians, including Box (1957) and Friedman (1959), used evolutionary techniques for optimization problems, but it wasn’t until Rechenberg (1965) introduced evolution strategies to solve optimization problems for airfoils that the approach gained popularity."
Rechenberg,PERSON,1,,,"In the 1950s, several statisticians, including Box (1957) and Friedman (1959), used evolutionary techniques for optimization problems, but it wasn’t until Rechenberg (1965) introduced evolution strategies to solve optimization problems for airfoils that the approach gained popularity."
John Holland,PERSON,1,,,"In the 1960s and 1970s, John Holland (1975) championed genetic algorithms, both as a useful optimization tool and as a method to expand our understanding of adaptation (Holland, 1995)."
Holland,GPE,1,,,"In the 1960s and 1970s, John Holland (1975) championed genetic algorithms, both as a useful optimization tool and as a method to expand our understanding of adaptation (Holland, 1995)."
Langton,GPE,1,,,"The artificial life movement (Langton, 1995) took this idea one step further, viewing the products of genetic algorithms as organisms rather than solutions to problems."
Conwy Lloyd Morgan,ORG,1,,,"The Baldwin effect discussed in the chapter was proposed roughly simultaneously by Conwy Lloyd Morgan (1896) and James (Baldwin, 1896)."
James,PERSON,1,,,"The Baldwin effect discussed in the chapter was proposed roughly simultaneously by Conwy Lloyd Morgan (1896) and James (Baldwin, 1896)."
Baldwin,GPE,1,,,"The Baldwin effect discussed in the chapter was proposed roughly simultaneously by Conwy Lloyd Morgan (1896) and James (Baldwin, 1896)."
Ackley,ORG,1,,,"Computer simulations have helped to clarify its implications (Hinton and Nowlan, 1987; Ackley and Littman, 1991; Morgan and Griffiths, 2015)."
Littman,ORG,1,,,"Computer simulations have helped to clarify its implications (Hinton and Nowlan, 1987; Ackley and Littman, 1991; Morgan and Griffiths, 2015)."
Szathmáry,GPE,1,,,"Smith and Szathmáry (1999), Ridley (2004), and Carroll (2007) provide general background on evolution."
Ridley,ORG,1,,,"Smith and Szathmáry (1999), Ridley (2004), and Carroll (2007) provide general background on evolution."
Carroll,ORG,1,,,"Smith and Szathmáry (1999), Ridley (2004), and Carroll (2007) provide general background on evolution."
Oppacher,ORG,1,,,"Most comparisons of genetic algorithms to other approaches (especially stochastic hill climbing) have found that the genetic algorithms are slower to converge (O’Reilly and Oppacher, 1994; Mitchell et al."
al.,PERSON,1,,,"Most comparisons of genetic algorithms to other approaches (especially stochastic hill climbing) have found that the genetic algorithms are slower to converge (O’Reilly and Oppacher, 1994; Mitchell et al."
Juels,GPE,1,,,", 1996; Juels and Wattenberg, 1996; Baluja, 1997)."
Wattenberg,GPE,1,,,", 1996; Juels and Wattenberg, 1996; Baluja, 1997)."
Baluja,PERSON,1,,,", 1996; Juels and Wattenberg, 1996; Baluja, 1997)."
GA,ORG,1,,,"Such findings are not universally popular within the GA community, but recent attempts within that community to understand population-based search as an approximate form of Bayesian learning (see Chapter 21) might help close the gap between the field and its critics (Pelikan et al."
Pelikan,ORG,1,,,"Such findings are not universally popular within the GA community, but recent attempts within that community to understand population-based search as an approximate form of Bayesian learning (see Chapter 21) might help close the gap between the field and its critics (Pelikan et al."
Rabani,PERSON,1,,,The theory of quadratic dynamical systems may also explain the performance of GAs (Rabani et al.
Lohn et al.,PERSON,1,,,"There are some impressive practical applications of GAs, in areas as diverse as antenna design (Lohn et al."
Renner,ORG,1,,,", 2001), computer-aided design (Renner and Ekart, 2003), climate models (Stanislawska et al."
Ekart,ORG,1,,,", 2001), computer-aided design (Renner and Ekart, 2003), climate models (Stanislawska et al."
Stanislawska,ORG,1,,,", 2001), computer-aided design (Renner and Ekart, 2003), climate models (Stanislawska et al."
Ghaheri,PERSON,1,,,", 2015), medicine (Ghaheri et al."
John Koza,PERSON,1,,,"Interest in genetic programming was spurred by the work of John Koza (1992, 1994), but it goes back at least to early experiments with machine code by Friedberg (1958) and with finite-state automata by Fogel et al."
Friedberg,ORG,1,,,"Interest in genetic programming was spurred by the work of John Koza (1992, 1994), but it goes back at least to early experiments with machine code by Friedberg (1958) and with finite-state automata by Fogel et al."
Fogel et al,PERSON,1,,,"Interest in genetic programming was spurred by the work of John Koza (1992, 1994), but it goes back at least to early experiments with machine code by Friedberg (1958) and with finite-state automata by Fogel et al."
Koza et al,PERSON,1,,,Koza et al.
Complex Systems,ORG,1,,,"The journals Evolutionary Computation and IEEE Transactions on Evolutionary Computation cover evolutionary algorithms; articles are also found in Complex Systems, Adaptive Behavior, and Artificial Life."
Adaptive Behavior,ORG,1,,,"The journals Evolutionary Computation and IEEE Transactions on Evolutionary Computation cover evolutionary algorithms; articles are also found in Complex Systems, Adaptive Behavior, and Artificial Life."
Artificial Life,ORG,1,,,"The journals Evolutionary Computation and IEEE Transactions on Evolutionary Computation cover evolutionary algorithms; articles are also found in Complex Systems, Adaptive Behavior, and Artificial Life."
the Genetic and Evolutionary Computation Conference,ORG,1,,,The main conference is the Genetic and Evolutionary Computation Conference (GECCO).
Fogel,PERSON,1,,,"Good overview texts on genetic algorithms include those by Mitchell (1996), Fogel (2000), Langdon and Poli (2002), and Poli et al."
Langdon,GPE,1,,,"Good overview texts on genetic algorithms include those by Mitchell (1996), Fogel (2000), Langdon and Poli (2002), and Poli et al."
Poli,PERSON,2,,,"Good overview texts on genetic algorithms include those by Mitchell (1996), Fogel (2000), Langdon and Poli (2002), and Poli et al."
Shakey (Fikes et al.,WORK_OF_ART,1,,,"The unpredictability and partial observability of real environments were recognized early on in robotics projects that used planning techniques, including Shakey (Fikes et al."
FREDDY,PERSON,1,,,", 1972) and FREDDY (Michie, 1972)."
Planning and Acting,WORK_OF_ART,1,,,The problems received more attention after the publication of McDermott’s (1978a) influential article Planning and Acting.
Slagle’s SAINT,PERSON,1,,,"The first work to make explicit use of AND–OR trees seems to have been Slagle’s SAINT program for symbolic integration, mentioned in Chapter 1."
Martelli,PERSON,1,,,AO* was further improved by Martelli and Montanari (1973).
Montanari,ORG,1,,,AO* was further improved by Martelli and Montanari (1973).
McAllester,PERSON,2,,,"AO* is a top-down algorithm; a bottom-up generalization of A* is A*LD, for A* Lightest Derivation (Felzenszwalb and McAllester, 2007)."
Torras,PERSON,1,,,"Interest in AND–OR search underwent a revival in the early 2000s, with new algorithms for finding cyclic solutions (Jimenez and Torras, 2000; Hansen and Zilberstein, 2001) and new techniques inspired by dynamic programming (Bonet and Geffner, 2005)."
Zilberstein,GPE,1,,,"Interest in AND–OR search underwent a revival in the early 2000s, with new algorithms for finding cyclic solutions (Jimenez and Torras, 2000; Hansen and Zilberstein, 2001) and new techniques inspired by dynamic programming (Bonet and Geffner, 2005)."
Erdmann,ORG,1,,,"Erdmann and Mason (1988) studied the problem of robotic manipulation without sensors, using a continuous form of belief-state search."
Mason,ORG,1,,,"Erdmann and Mason (1988) studied the problem of robotic manipulation without sensors, using a continuous form of belief-state search."
Wiegley et al.,PERSON,1,,,"More practical methods, based on a series of precisely oriented diagonal barriers across a conveyor belt, use the same algorithmic insights (Wiegley et al."
Nourbakhsh,PERSON,1,,,The belief-state approach was reinvented in the context of sensorless and partially observable search problems by Genesereth and Nourbakhsh (1993).
Goldman,ORG,1,,,"Additional work was done on sensorless problems in the logic-based planning community (Goldman and Boddy, 1996; Smith and Weld, 1998)."
Boddy,GPE,1,,,"Additional work was done on sensorless problems in the logic-based planning community (Goldman and Boddy, 1996; Smith and Weld, 1998)."
Weld,PERSON,1,,,"Additional work was done on sensorless problems in the logic-based planning community (Goldman and Boddy, 1996; Smith and Weld, 1998)."
Geffner,PERSON,1,,,Bonet and Geffner (2000) introduced the first effective heuristics for belief-state search; these were refined by Bryce et al.
Bryce et al.,PERSON,1,,,Bonet and Geffner (2000) introduced the first effective heuristics for belief-state search; these were refined by Bryce et al.
Kurien et al,PERSON,1,,,"The incremental approach to belief-state search, in which solutions are constructed incrementally for subsets of states within each belief state, was studied in the planning literature by Kurien et al."
Hierholzer,PERSON,1,,,"The more general problem of exploring Eulerian graphs (i. e. , graphs in which each node has equal numbers of incoming and outgoing edges) was solved by an algorithm due to Hierholzer (1873)."
Deng,PERSON,1,,,"The first thorough algorithmic study of the exploration problem for arbitrary graphs was carried out by Deng and Papadimitriou (1990), who developed a completely general algorithm but showed that no bounded competitive ratio is possible for exploring a general graph."
Yannakakis,GPE,1,,,Papadimitriou and Yannakakis (1991) examined the question of finding paths to a goal in geometric path-planning environments (where all actions are reversible).
Lifelong Planning A*,ORG,1,,,Incremental search algorithms such as Lifelong Planning A* (Koenig et al.
Likhachev,ORG,1,,,", 2004) and D* Lite (Koenig and Likhachev, 2002) deal with this situation."
Barto et al.,PERSON,1,,,LRTA* is in fact a special case of reinforcement learning algorithms for stochastic environments (Barto et al.
Koenig,GPE,1,,,"Its policy of optimism under uncertainty—always head for the closest unvisited state—can result in an exploration pattern that is less efficient in the uninformed case than simple depth-first search (Koenig, 2000)."
Pemberton,ORG,1,,,"Several informed variants on the LRTA* theme have been developed with different methods for searching and updating within the known portion of the graph (Pemberton and Korf, 1992)."
Bulitko,PERSON,1,,,Sturtevant and Bulitko (2016) provide an analysis of some pitfalls that occur in practice.
S,PRODUCT,1,,,"4A set of points S is convex if the line joining any two points in S is also contained in S. A convex function is one for which the space “above” it forms a convex set; by definition, convex functions have no local (as opposed to global) minima."
S.,GPE,1,,,"4A set of points S is convex if the line joining any two points in S is also contained in S. A convex function is one for which the space “above” it forms a convex set; by definition, convex functions have no local (as opposed to global) minima."
singleton,GPE,1,,,"Thus, we can view the algorithms in Chapter 3 as searching in a belief-state space of singleton belief states."
Hughes,ORG,1,,,"3405 (Hughes, 1995)."
CSP,ORG,65,,,"A problem described this way is called a constraint satisfaction problem, or CSP."
Xi,PERSON,20,,,", vk}, for variable Xi."
rel〉,PERSON,1,,,"Each constraint Cj consists of a pair 〈scope, rel〉, where scope is a tuple of variables that participate in the constraint and rel is a relation that defines the values that those variables can take on."
X2,PRODUCT,3,,,"For example, if X1 and X2 both have the domain {1, 2, 3}, then the constraint saying that X1 must be greater than X2 can be written as 〈(X1, X2), {(3, 1), (3, 2), (2, 1)}〉 or as 〈(X1, X2), X1 > X2〉."
Suppose,PERSON,2,,,"1Example problem: Map coloring Suppose that, having tired of Romania, we are looking at a map of Australia showing each of its states and territories (Figure 5."
MAX,ORG,28,,,The first row is labeled MAX (x) and has one square box with nine empty squares.
MIN,ORG,20,,,The second row is labeled MIN (o) and has nine boxes.
TERMINAL,ORG,2,,,The rows continue this way and the last row is labeled TERMINAL.
"x. Row 2: o, o",PERSON,1,,,"Row 1: x, o, x."
x. Row,PERSON,1,,,"Row 2: o, o, x."
x. Row 2:,PERSON,1,,,"Row 1: x, o, x."
SA,ORG,58,,,"Since there are nine places where regions border, there are nine constraints: Here we are using abbreviations; SA ≠ WA is a shortcut for 〈(SA, WA), SA ≠ WA〉, where SA ≠ WA can be fully enumerated in turn as There are many possible solutions to this problem, such as It can be helpful to visualize a CSP as a constraint graph, as shown in Figure 5."
Factories,WORK_OF_ART,1,,,"2Example problem: Job-shop scheduling Factories have the problem of scheduling a day’s worth of jobs, subject to various constraints."
T2,PRODUCT,1,,,"Whenever a task T1 must occur before task T2, and task T1 takes duration d1 to complete, we add an arithmetic constraint of the form In our example, the axles have to be in place before the wheels are put on, and it takes 10 minutes to install an axle, so we write Next we say that for each wheel, we must affix the wheel (which takes 1 minute), then tighten the nuts (2 minutes), and finally attach the hubcap (1 minute, but not represented yet): Suppose we have four workers to install wheels, but they have to share one tool that helps put the axle in place."
T1,ORG,1,,,"Whenever a task T1 must occur before task T2, and task T1 takes duration d1 to complete, we add an arithmetic constraint of the form In our example, the axles have to be in place before the wheels are put on, and it takes 10 minutes to install an axle, so we write Next we say that for each wheel, we must affix the wheel (which takes 1 minute), then tighten the nuts (2 minutes), and finally attach the hubcap (1 minute, but not represented yet): Suppose we have four workers to install wheels, but they have to share one tool that helps put the axle in place."
AxleF,GPE,2,,,"We need a disjunctive constraint to say that AxleF and AxleB must not overlap in time; either one comes first or the other does: This looks like a more complicated constraint, combining arithmetic and logic."
Q8,PRODUCT,2,,,", Q8 correspond to the queens in columns 1 to 8, and the domain of each variable specifies the possible row numbers for the queen in that column, Di = {1, 2, 3, 4, 5, 6, 7, 8}."
linear,ORG,2,,,"Special solution algorithms (which we do not discuss here) exist for linear constraints on integer variables—that is, constraints, such as the one just given, in which each variable appears only in linear form."
NSW,ORG,7,,,"For example, SA ≠ NSW is a binary constraint."
Alldiff,ORG,8,,,"One of the most common global constraints is Alldiff, which says that all of the variables involved in the constraint must have different values."
"U, W",ORG,1,,,"2(a), this would be represented as the global constraint Alldiff (F, T, U, W, R, O)."
Node B,PERSON,1,,,"Node B is marked 3, C is marked 2, and D is marked 2."
C3,PERSON,2,,,"The variables C1, C2, and C3 represent the carry digits for the three columns from right to left."
C1,ORG,3,,,"where C1, C2, and C3 are auxiliary variables representing the digit carried over into the tens, hundreds, or thousands column."
NARY,ORG,2,,,"NARY asks you to prove, every finite-domain constraint can be reduced to a set of binary constraints if enough auxiliary variables are introduced."
R1〉,ORG,1,,,"The dual graph has the binary constraint 〈(C1, C2), R1〉, where R1 is a new relation that defines the constraint between C1 and C2; in this case it would be R1 = {((1, 2, 3), (1, 2)), ((2, 3, 5), (2, 3))}."
R1,ORG,1,,,"The dual graph has the binary constraint 〈(C1, C2), R1〉, where R1 is a new relation that defines the constraint between C1 and C2; in this case it would be R1 = {((1, 2, 3), (1, 2)), ((2, 3, 5), (2, 3))}."
COP,ORG,1,,,"We call such a problem a constrained optimization problem, or COP."
AC-3,PRODUCT,4,,,The most popular algorithm for enforcing arc consistency is called AC-3 (see Figure 5.
the AC-3 algorithm,ORG,1,,,"To make every variable arc-consistent, the AC-3 algorithm maintains a queue of arcs to consider."
Di,PERSON,3,,,"If this leaves Di unchanged, the algorithm just moves on to the next arc."
Xk,ORG,2,,,"But if this revises Di (makes the domain smaller), then we add to the queue all arcs (Xk, Xi) where Xk is a neighbor of Xi."
Dk,GPE,1,,,"We need to do that because the change in Di might enable further reductions in Dk, even if we have previously considered Xk."
AC-3,GPE,4,,,"If Di is revised down to nothing, then we know the whole CSP has no consistent solution, and AC-3 can immediately return failure."
Xm,ORG,1,,,"A two-variable set {Xi, Xj} is path-consistent with respect to a third variable Xm if, for every assignment {Xi = a, X j = b} consistent with the constraints (if any) on {Xi, Xj}, there is an assignment to Xm that satisfies the constraints on {Xi, Xm} and {Xm, Xj}."
X3,PERSON,1,,,"We are then guaranteed to be able to choose a value for X2 because the graph is 2-consistent, for X3 because it is 3-consistent, and so on."
Xi–1,PERSON,1,,,", Xi–1."
Computing 2-consistency,PERSON,1,,,"Computing 2-consistency is common, and 3-consistency less common."
Sudoku,ORG,6,,,"For example, the Alldiff constraint says that all the variables involved must have distinct values (as in the cryptarithmetic problem above and Sudoku puzzles below)."
SA,GPE,1,,,"After applying AC-3 with the partial assignment, the domains of SA, NT, and Q are all reduced to {green, blue}."
Atmost,PERSON,2,,,"Another important higher-order constraint is the resource constraint, sometimes called the Atmost constraint."
P1,PERSON,1,,,"For example, in a scheduling problem, let P1, ."
P2,PERSON,1,,,"The constraint that no more than 10 personnel are assigned in total is written as Atmost(10, P1, P2, P3, P4)."
F2,ORG,2,,,"For example, in an airline-scheduling problem, let’s suppose there are two flights, F1 and F2, for which the planes have capacities 165 and 385, respectively."
Sudoku,PERSON,6,,,"6Sudoku The popular Sudoku puzzle has introduced millions of people to constraint satisfaction problems, although they may not realize it."
A1,PRODUCT,1,,,"We use the variable names A1 through A9 for the top row (left to right), down to 11 through 19 for the bottom row."
A1 ≠ A2,PERSON,1,,,Assume that the Alldiff constraints have been expanded into binary constraints (such as A1 ≠ A2) so that we can apply the AC-3 algorithm directly.
E6,PRODUCT,3,,,Consider variable E6 from Figure 5.
E6,ORG,2,,,"From the constraints in the box, we can remove 1, 2, 7, and 8 from E6’s domain."
I5,ORG,1,,,"We eliminate 1 by arc consistency with I5, and we are left with only the value 7 in the domain of I6."
I6,GPE,1,,,"We eliminate 1 by arc consistency with I5, and we are left with only the value 7 in the domain of I6."
A6,ORG,1,,,"Now there are 8 known values in column 6, so arc consistency can infer that A6 must be 1."
max node,PERSON,1,,,"At the top level, a max node is present and the level is labeled Player."
Player,PERSON,2,,,"At the top level, a max node is present and the level is labeled Player."
Opponent,ORG,2,,,The next level is labeled Opponent and a MIN node is labeled m. The nodes in the player and opponent levels are connected.
PC-2,ORG,2,,,"Slightly harder ones can be solved by PC-2, but at a greater computational cost: there are 255, 960 different path constraints to consider in a Sudoku puzzle."
SA = red,ORG,1,,,"At the root we might make a choice between SA = red, SA = green, and SA = blue, but we would never choose between NSW = red and SA = blue."
Knights d 4,ORG,1,,,Knights d 4 and g 8.
Knight c3.,PERSON,1,,,Knight c3.
INFERENCE,ORG,5,,,"The INFERENCE function can optionally impose arc-, path-, or k-consistency, as desired."
BACKTRACK,ORG,3,,,"If a value choice leads to failure (noticed either by INFERENCE or by BACKTRACK), then value assignments (including those made by INFERENCE) are retracted and a new value is tried."
MRV,ORG,7,,,"If some variable X has no legal values left, the MRV heuristic will select X and failure will be detected immediately—avoiding pointless searches through other variables."
Q. Blue,ORG,1,,,1 we have generated the partial assignment with WA = red and NT = green and that our next choice is for Q.
X. Figure,ORG,1,,,"Whenever a variable X is assigned, the forward-checking process establishes arc consistency for it: for each unassigned variable Y that is connected to X by a constraint, delete from Y 's domain any value that is inconsistent with the value chosen for X."
WA,GPE,1,,,"First, notice that after WA = red and Q = green are assigned, the domains of NT and SA are reduced to a single value; we have eliminated branching on these variables altogether by propagating information from WA and Q."
MAC,ORG,7,,,The algorithm called MAC (for Maintaining Arc Consistency) detects inconsistencies like this.
Maintaining Arc Consistency,ORG,1,,,The algorithm called MAC (for Maintaining Arc Consistency) detects inconsistencies like this.
AC-3,ORG,2,,,"From there, AC-3 does constraint propagation in the usual way, and if any variable has its domain reduced to the empty set, the call to AC-3 fails and we know to backtrack immediately."
Tasmania,ORG,6,,,We back up to T and try a new color for Tasmania!
X. The,ORG,1,,,"That is, we now know that X = x leads to a contradiction (in Y), and thus a different assignment should be tried for X."
Tasmania,GPE,1,,,"In this case, the set is WA and NSW, so the algorithm should backtrack to NSW and skip over Tasmania."
Xj,PERSON,1,,,"If every possible value for Xj fails, backjump to the most recent variable Xi in conf (Xj) and recompute the conflict set for Xi as follows: 5."
conf,GPE,1,,,"If every possible value for Xj fails, backjump to the most recent variable Xi in conf (Xj) and recompute the conflict set for Xi as follows: 5."
Q6,PERSON,1,,,"On the next iteration, in the middle board of the figure, we select Q6 as the variable to change, and note that moving the queen to the 8th row results in no conflicts."
CHANCE,PERSON,2,,,2 Description Up and down triangles represent MAX and MIN nodes and circles represent CHANCE nodes.
CHANCE,ORG,10,,,The second level is labeled CHANCE and contains many circles.
