术语,出现次数,领域分类,建议译法（人工填写）,校验结果（通过/修改）
unfinished,1,通用术语,,
gambler,1,通用术语,,
invaluable,1,通用术语,,
helping,1,通用术语,,
jacob,1,通用术语,,
uncle,1,通用术语,,
laplace,1,通用术语,,
bayes,1,通用术语,,
emergence,1,通用术语,,
graunt,1,通用术语,,
census,1,通用术语,,
ronald,1,通用术语,,
computing—in,1,通用术语,,
illionaire,1,通用术语,,
multiplication,1,通用术语,,
salary,1,通用术语,,
euclid,1,通用术语,,
greatest,1,通用术语,,
divisor,1,通用术语,,
muhammad,1,通用术语,,
ibn,1,通用术语,,
musa,1,通用术语,,
al-khwarizmi,1,通用术语,,
arabic,1,通用术语,,
numeral,1,通用术语,,
formalize,1,通用术语,,
kurt,1,通用术语,,
incompleteness,1,通用术语,,
peano,1,通用术语,,
interpreted,1,通用术语,,
—capable,1,通用术语,,
church–turing,1,通用术语,,
thesis,1,通用术语,,
mid-1960s,1,通用术语,,
cobham,1,通用术语,,
np-completeness,1,通用术语,,
cook,1,通用术语,,
theoretician,1,通用术语,,
greeted,1,通用术语,,
computers—,1,通用术语,,
super-brains,1,通用术语,,
imperfection,1,通用术语,,
inquiry,1,通用术语,,
attending,1,通用术语,,
advocating,1,通用术语,,
well-being,1,通用术语,,
essential,1,通用术语,,
maximum-expected-value,1,通用术语,,
arnauld,1,通用术语,,
bet,1,通用术语,,
expedition,1,通用术语,,
marginal,1,通用术语,,
quantity,1,通用术语,,
diminished,1,通用术语,,
léon,1,通用术语,,
walras,1,通用术语,,
valrasse,1,通用术语,,
gamble,1,通用术语,,
ramsey,1,通用术语,,
oskar,1,通用术语,,
uncertainty—that,1,通用术语,,
neumann,1,通用术语,,
luce,1,通用术语,,
raiffa,1,通用术语,,
surprising,1,通用术语,,
unambiguous,1,通用术语,,
prescription,1,通用术语,,
radar,1,通用术语,,
installation,1,通用术语,,
innumerable,1,通用术语,,
civilian,1,通用术语,,
—making,1,通用术语,,
decision—gave,1,通用术语,,
enables,1,通用术语,,
mystery,1,通用术语,,
incapacitation,1,通用术语,,
size.,1,通用术语,,
18th,1,通用术语,,
spleen,1,通用术语,,
paul,1,通用术语,,
aphasia,1,通用术语,,
deficit,1,通用术语,,
brain-damaged,1,通用术语,,
localized,1,通用术语,,
hemisphere—now,1,通用术语,,
consisted,1,通用术语,,
camillo,1,通用术语,,
staining,1,通用术语,,
pithy,1,通用术语,,
searle,1,通用术语,,
nucleus,1,通用术语,,
finger-like,1,通用术语,,
tubular,1,通用术语,,
axonal,1,通用术语,,
arborization,1,通用术语,,
synapse,1,通用术语,,
meter,1,通用术语,,
connectivity,1,通用术语,,
cerebral,1,通用术语,,
organizational,1,通用术语,,
tissue,1,通用术语,,
damaged,1,通用术语,,
higher-level,1,通用术语,,
intact,1,通用术语,,
berger,1,通用术语,,
electroencephalograph,1,通用术语,,
eeg,1,通用术语,,
magnetic,1,通用术语,,
resonance,1,通用术语,,
fmri,1,通用术语,,
ogawa,1,通用术语,,
cabeza,1,通用术语,,
enabling,1,通用术语,,
ongoing,1,通用术语,,
single-cell,1,通用术语,,
optogenetics,1,通用术语,,
zemelman,1,通用术语,,
boyden,1,通用术语,,
light-sensitive,1,通用术语,,
brain-machine,1,通用术语,,
lebedev,1,通用术语,,
nicolelis,1,通用术语,,
restore,1,通用术语,,
disabled,1,通用术语,,
limb,1,通用术语,,
interconnection,1,通用术语,,
high-end,1,通用术语,,
metric,1,通用术语,,
futurist,1,通用术语,,
singularity,1,通用术语,,
vinge,1,通用术语,,
kurzweil,1,通用术语,,
doctorow,1,通用术语,,
stross,1,通用术语,,
thin-walled,1,通用术语,,
similar-sized,1,通用术语,,
summit,1,通用术语,,
megaflop,1,通用术语,,
gigaflops,1,通用术语,,
teraflop,1,通用术语,,
petaflops,1,通用术语,,
exaflop,1,通用术语,,
floating,1,通用术语,,
hermann,1,通用术语,,
physiological,1,通用术语,,
optic,1,通用术语,,
nalwa,1,通用术语,,
p.15,1,通用术语,,
opened,1,通用术语,,
laboratory,1,通用术语,,
leipzig,1,通用术语,,
associative,1,通用术语,,
introspecting,1,通用术语,,
experimenter,1,通用术语,,
biologist,1,通用术语,,
lacked,1,通用术语,,
introspective,1,通用术语,,
jennings,1,通用术语,,
rat,1,通用术语,,
william,1,通用术语,,
unconscious,1,通用术语,,
eclipsed,1,通用术语,,
cambridge,1,通用术语,,
frederic,1,通用术语,,
flourish,1,通用术语,,
explanation,1,通用术语,,
kenneth,1,通用术语,,
reestablished,1,通用术语,,
legitimacy,1,通用术语,,
knowledge-based,1,通用术语,,
retranslated,1,通用术语,,
small-scale,1,通用术语,,
utilize,1,通用术语,,
fuller,1,通用术语,,
emergency,1,通用术语,,
death,1,通用术语,,
bicycle,1,通用术语,,
continued,1,通用术语,,
broadbent,1,通用术语,,
september,1,通用术语,,
mit—just,1,通用术语,,
born.,1,通用术语,,
miller,1,通用术语,,
noam,1,通用术语,,
human–computer,1,通用术语,,
doug,1,通用术语,,
—ia,1,通用术语,,
automate,1,通用术语,,
engelbart,1,通用术语,,
mother,1,通用术语,,
demo,1,通用术语,,
windowing,1,通用术语,,
hypertext,1,通用术语,,
conferencing—all,1,通用术语,,
accomplish,1,通用术语,,
embattled,1,通用术语,,
electromechanical,1,通用术语,,
heath,1,通用术语,,
deciphering,1,通用术语,,
message,1,通用术语,,
colossus,1,通用术语,,
z-3,1,通用术语,,
konrad,1,通用术语,,
germany,1,通用术语,,
floating-point,1,通用术语,,
plankalkül,1,通用术语,,
abc,1,通用术语,,
assembled,1,通用术语,,
clifford,1,通用术语,,
berry,1,通用术语,,
iowa,1,通用术语,,
atanasoff,1,通用术语,,
eniac,1,通用术语,,
secret,1,通用术语,,
pennsylvania,1,通用术语,,
eckert,1,通用术语,,
price—a,1,通用术语,,
dissipation,1,通用术语,,
manufacturer,1,通用术语,,
multiplying,1,通用术语,,
functionality,1,通用术语,,
massive,1,通用术语,,
parallelism—a,1,通用术语,,
curious,1,通用术语,,
precision,1,通用术语,,
bfloat16,1,通用术语,,
tuned,1,通用术语,,
graphic,1,通用术语,,
tensor,1,通用术语,,
wafer,1,通用术语,,
wse,1,通用术语,,
"300,000-fold",1,通用术语,,
amodei,1,通用术语,,
hernandez,1,通用术语,,
ying,1,通用术语,,
quantum,1,通用术语,,
dating,1,通用术语,,
loom,1,通用术语,,
joseph,1,通用术语,,
marie,1,通用术语,,
jacquard,1,通用术语,,
mid-19th,1,通用术语,,
swade,1,通用术语,,
addressable,1,通用术语,,
ada,1,通用术语,,
daughter,1,通用术语,,
poet,1,通用术语,,
lord,1,通用术语,,
byron,1,通用术语,,
anticipated,1,通用术语,,
hype,1,通用术语,,
guard,1,通用术语,,
exaggerated,1,通用术语,,
engine.,1,通用术语,,
owes,1,通用术语,,
repaid,1,通用术语,,
mainstream,1,通用术语,,
sharing,1,通用术语,,
interactive,1,通用术语,,
linked-list,1,通用术语,,
declarative,1,通用术语,,
object-oriented,1,通用术语,,
ktesibios,1,通用术语,,
alexandria,1,通用术语,,
self-controlling,1,通用术语,,
regulator,1,通用术语,,
self-regulating,1,通用术语,,
steam,1,通用术语,,
governor,1,通用术语,,
watt,1,通用术语,,
thermostat,1,通用术语,,
cornelis,1,通用术语,,
drebbel,1,通用术语,,
submarine,1,通用术语,,
clerk,1,通用术语,,
post-war,1,通用术语,,
brilliant,1,通用术语,,
arturo,1,通用术语,,
julian,1,通用术语,,
bigelow,1,通用术语,,
orthodoxy,1,通用术语,,
purposive,1,通用术语,,
regulatory,1,通用术语,,
bestseller,1,通用术语,,
awoke,1,通用术语,,
club,1,通用术语,,
appeared.,1,通用术语,,
homeostatic,1,通用术语,,
stable,1,通用术语,,
participant,1,通用术语,,
encompassed,1,通用术语,,
lend,1,通用术语,,
describable,1,通用术语,,
purview,1,通用术语,,
relate,1,通用术语,,
skinner,1,通用术语,,
verbal,1,通用术语,,
foremost,1,通用术语,,
served,1,通用术语,,
kill,1,通用术语,,
creativity,1,通用术语,,
language—it,1,通用术语,,
heard,1,通用术语,,
theory—based,1,通用术语,,
panini,1,通用术语,,
born,1,通用术语,,
grew,1,通用术语,,
quick,1,通用术语,,
milestone,1,通用术语,,
winner,1,通用术语,,
raj,1,通用术语,,
principled,1,通用术语,,
yoshua,1,通用术语,,
bengio,1,通用术语,,
yann,1,通用术语,,
advisor,1,通用术语,,
nicolas,1,通用术语,,
rashevsky,1,通用术语,,
drew,1,通用术语,,
stimulation,1,通用术语,,
stimulus.,1,通用术语,,
connective,1,通用术语,,
hebbian,1,通用术语,,
undergraduate,1,通用术语,,
harvard,1,通用术语,,
dean,1,通用术语,,
narc,1,通用术语,,
pilot,1,通用术语,,
b-24,1,通用术语,,
bomber,1,通用术语,,
committee,1,通用术语,,
someday.,1,通用术语,,
checkers-playing,1,通用术语,,
christopher,1,通用术语,,
strachey,1,通用术语,,
manchester,1,通用术语,,
articulated,1,通用术语,,
persuasive,1,通用术语,,
agenda,1,通用术语,,
machinery,1,通用术语,,
intelligence.,1,通用术语,,
therein,1,通用术语,,
objection,1,通用术语,,
convinced,1,通用术语,,
claude,1,通用术语,,
shannon,1,通用术语,,
two-month,1,通用术语,,
tech,1,通用术语,,
ray,1,通用术语,,
solomonoff,1,通用术语,,
selfridge,1,通用术语,,
hanover,1,通用术语,,
hampshire,1,通用术语,,
proceed,1,通用术语,,
reserved,1,通用术语,,
mature,1,通用术语,,
mind–body,1,通用术语,,
problem.,1,通用术语,,
mathematica,1,通用术语,,
delighted,1,通用术语,,
shorter,1,通用术语,,
impressed,1,通用术语,,
coauthored,1,通用术语,,
gathered,1,通用术语,,
responded,1,通用术语,,
indicative,1,通用术语,,
referred,1,通用术语,,
protocol,1,通用术语,,
approached,1,通用术语,,
action.,1,通用术语,,
exhibiting,1,通用术语,,
manipulating,1,通用术语,,
geometry,1,通用术语,,
provers,1,通用术语,,
draught,1,通用术语,,
disproved,1,通用术语,,
television,1,通用术语,,
night,1,通用术语,,
td-g,1,通用术语,,
ammon,1,通用术语,,
tesauro,1,通用术语,,
backgammon,1,通用术语,,
shocked,1,通用术语,,
defeating,1,通用术语,,
memo,1,通用术语,,
lisp,1,通用术语,,
dominant,1,通用术语,,
entitled,1,通用术语,,
hypothetical,1,通用术语,,
reprogrammed,1,通用术语,,
deductive,1,通用术语,,
influenced,1,通用术语,,
collaboration,1,通用术语,,
stressed,1,通用术语,,
anti-logic,1,通用术语,,
outlook,1,通用术语,,
discovery,1,通用术语,,
cordell,1,通用术语,,
question-answering,1,通用术语,,
institute,1,通用术语,,
supervised,1,通用术语,,
chose,1,通用术语,,
closed-form,1,通用术语,,
first-year,1,通用术语,,
evans,1,通用术语,,
nalogy,1,通用术语,,
bobrow,1,通用术语,,
tudent,1,通用术语,,
microworld,1,通用术语,,
tabletop,1,通用术语,,
rearrange,1,通用术语,,
huffman,1,通用术语,,
constraint-propagation,1,通用术语,,
natural-language-understanding,1,通用术语,,
terry,1,通用术语,,
planner,1,通用术语,,
scott,1,通用术语,,
fahlman,1,通用术语,,
scene,1,通用术语,,
command,1,通用术语,,
taller,1,通用术语,,
holding,1,通用术语,,
flourished,1,通用术语,,
shmuel,1,通用术语,,
jack,1,通用术语,,
cowan,1,通用术语,,
robustness,1,通用术语,,
parallelism,1,通用术语,,
enhanced,1,通用术语,,
bernie,1,通用术语,,
hoff,1,通用术语,,
adalines,1,通用术语,,
frank,1,通用术语,,
rosenblatt,1,通用术语,,
dose,1,通用术语,,
shy,1,通用术语,,
quoted,1,通用术语,,
surprise,1,通用术语,,
shock,1,通用术语,,
you—but,1,通用术语,,
until—in,1,通用术语,,
future—the,1,通用术语,,
coextensive,1,通用术语,,
vague,1,通用术语,,
overconfidence,1,通用术语,,
attempting,1,通用术语,,
scaling,1,通用术语,,
dampened,1,通用术语,,
illusion,1,通用术语,,
confined,1,通用术语,,
machine-code,1,通用术语,,
preserve,1,通用术语,,
grip,1,通用术语,,
explosion,1,通用术语,,
criticism,1,通用术语,,
oral,1,通用术语,,
paint,1,通用术语,,
animosity,1,通用术语,,
arose,1,通用术语,,
papert,1,通用术语,,
two-input,1,通用术语,,
trained,1,通用术语,,
dwindled,1,通用术语,,
kelley,1,通用术语,,
bryson,1,通用术语,,
arisen,1,通用术语,,
bruce,1,通用术语,,
joshua,1,通用术语,,
lederberg,1,通用术语,,
laureate,1,通用术语,,
geneticist,1,通用术语,,
teamed,1,通用术语,,
inferring,1,通用术语,,
molecular,1,通用术语,,
spectrometer,1,通用术语,,
bombarded,1,通用术语,,
electron,1,通用术语,,
methyl,1,通用术语,,
naive,1,通用术语,,
moderate-sized,1,通用术语,,
consulted,1,通用术语,,
chemist,1,通用术语,,
c=o,1,通用术语,,
weighs,1,通用术语,,
spectroscopy,1,通用术语,,
cookbook,1,通用术语,,
recipe,1,通用术语,,
significance,1,通用术语,,
knowledge-intensive,1,通用术语,,
hpp,1,通用术语,,
investigate,1,通用术语,,
junior,1,通用术语,,
existed,1,通用术语,,
interviewing,1,通用术语,,
well,1,通用术语,,
assessed,1,通用术语,,
configure,1,通用术语,,
dec,1,通用术语,,
dupont,1,通用术语,,
investigating,1,通用术语,,
ambiguity,1,通用术语,,
eugene,1,通用术语,,
charniak,1,通用术语,,
roger,1,通用术语,,
yale,1,通用术语,,
claiming,1,通用术语,,
abelson,1,通用术语,,
wilensky,1,通用术语,,
riesbeck,1,通用术语,,
logic—for,1,通用术语,,
lanner,1,通用术语,,
assembling,1,通用术语,,
arranging,1,通用术语,,
taxonomic,1,通用术语,,
hierarchy,1,通用术语,,
taxonomy,1,通用术语,,
japanese,1,通用术语,,
announced,1,通用术语,,
10-year,1,通用术语,,
budget,1,通用术语,,
microelectronics,1,通用术语,,
consortium,1,通用术语,,
assure,1,通用术语,,
national,1,通用术语,,
competitiveness,1,通用术语,,
human-interface,1,通用术语,,
alvey,1,通用术语,,
reinstated,1,通用术语,,
boomed,1,通用术语,,
deliver,1,通用术语,,
extravagant,1,通用术语,,
broke,1,通用术语,,
dissemination,1,通用术语,,
rumelhart,1,通用术语,,
mcclelland,1,通用术语,,
excitement,1,通用术语,,
competitor,1,通用术语,,
symbols—in,1,通用术语,,
anthropologist,1,通用术语,,
terrence,1,通用术语,,
deacon,1,通用术语,,
geoff,1,通用术语,,
luminiferous,1,通用术语,,
non-existent,1,通用术语,,
electromagnetic,1,通用术语,,
hoped,1,通用术语,,
axiomatic,1,通用术语,,
fluid,1,通用术语,,
imprecise,1,通用术语,,
suited,1,通用术语,,
messiness,1,通用术语,,
examples—they,1,通用术语,,
brittleness,1,通用术语,,
hand-coding,1,通用术语,,
cohen,1,通用术语,,
intuition,1,通用术语,,
toy,1,通用术语,,
norm,1,通用术语,,
irvine,1,通用术语,,
librispeech,1,通用术语,,
mnist,1,通用术语,,
coco,1,通用术语,,
wmt,1,通用术语,,
rebellion,1,通用术语,,
embraced,1,通用术语,,
plausible,1,通用术语,,
obsolete,1,通用术语,,
separated,1,通用术语,,
hoc,1,通用术语,,
dominate,1,通用术语,,
blind,1,通用术语,,
industrial,1,通用术语,,
consumer,1,通用术语,,
comfortable,1,通用术语,,
narrative,1,通用术语,,
rich,1,通用术语,,
learning—which,1,通用术语,,
flood,1,通用术语,,
mdps,1,通用术语,,
acquiring,1,通用术语,,
newfound,1,通用术语,,
gradual,1,通用术语,,
reunification,1,通用术语,,
reintegration,1,通用术语,,
deployment,1,通用术语,,
period—and,1,通用术语,,
facilitated,1,通用术语,,
sets—a,1,通用术语,,
trillion,1,通用术语,,
genomic,1,通用术语,,
tracking,1,通用术语,,
clickstream,1,通用术语,,
yarowsky,1,通用术语,,
word-sense,1,通用术语,,
disambiguation,1,通用术语,,
occurrence,1,通用术语,,
flora,1,通用术语,,
moreover,1,通用术语,,
banko,1,通用术语,,
brill,1,通用术语,,
tweaking,1,通用术语,,
hole,1,通用术语,,
photographs—holes,1,通用术语,,
damage,1,通用术语,,
ex-friends,1,通用术语,,
hay,1,通用术语,,
efros,1,通用术语,,
blending,1,通用术语,,
poorly,1,通用术语,,
crossed,1,通用术语,,
threshold,1,通用术语,,
revolution,1,通用术语,,
attractiveness,1,通用术语,,
havenstein,1,通用术语,,
halevy,1,通用术语,,
quiz,1,通用术语,,
2011–present,1,通用术语,,
adjustable,1,通用术语,,
convolutional,1,通用术语,,
hand-written,1,通用术语,,
classifying,1,通用术语,,
armadillo,1,通用术语,,
corkscrew,1,通用术语,,
krizhevsky,1,通用术语,,
dramatic,1,通用术语,,
handcrafted,1,通用术语,,
reported,1,通用术语,,
investor,1,通用术语,,
speculation,1,通用术语,,
accelerated,1,通用术语,,
winter,1,通用术语,,
fpga,1,通用术语,,
consume,1,通用术语,,
parallelized,1,通用术语,,
convenes,1,通用术语,,
panel,1,通用术语,,
grosz,1,通用术语,,
diagnostics,1,通用术语,,
targeted,1,通用术语,,
elder,1,通用术语,,
juncture,1,通用术语,,
ai-based,1,通用术语,,
promote,1,通用术语,,
democratic,1,通用术语,,
freedom,1,通用术语,,
transparency.,1,通用术语,,
aiindex.org,1,通用术语,,
neutral,1,通用术语,,
tone,1,通用术语,,
enrollment,1,通用术语,,
5-fold,1,通用术语,,
16-fold,1,通用术语,,
specialization,1,通用术语,,
worldwide,1,通用术语,,
male,1,通用术语,,
neurips,1,通用术语,,
startup,1,通用术语,,
internationalization,1,通用术语,,
publishes,1,通用术语,,
citation-weighted,1,通用术语,,
chinese,1,通用术语,,
singapore,1,通用术语,,
brazil,1,通用术语,,
canada,1,通用术语,,
lsvrc,1,通用术语,,
open-ended,1,通用术语,,
vqa,1,通用术语,,
dataset,1,通用术语,,
pac-man,1,通用术语,,
chinese-to-english,1,通用术语,,
atari,1,通用术语,,
prostate,1,通用术语,,
folding,1,通用术语,,
diabetic,1,通用术语,,
retinopathy,1,通用术语,,
grace,1,通用术语,,
respondent,1,通用术语,,
never.,1,通用术语,,
philip,1,通用术语,,
tetlock,1,通用术语,,
demonstrates,1,通用术语,,
itself—first,1,通用术语,,
encoding,1,通用术语,,
induce,1,通用术语,,
well-understood,1,通用术语,,
reveal,1,通用术语,,
radio-controlled,1,通用术语,,
kanade,1,通用术语,,
dickmanns,1,通用术语,,
zapp,1,通用术语,,
132-mile,1,通用术语,,
thrun,1,通用术语,,
earnest,1,通用术语,,
waymo,1,通用术语,,
offering,1,通用术语,,
fixed-wing,1,通用术语,,
drone,1,通用术语,,
delivery,1,通用术语,,
rwanda,1,通用术语,,
quadcopters,1,通用术语,,
aerobatic,1,通用术语,,
3-d,1,通用术语,,
self-assemble,1,通用术语,,
formation,1,通用术语,,
legged,1,通用术语,,
locomotion,1,通用术语,,
bigdog,1,通用术语,,
quadruped,1,通用术语,,
raibert,1,通用术语,,
upended,1,通用术语,,
stiff-legged,1,通用术语,,
side-to-side,1,通用术语,,
gait,1,通用术语,,
hollywood,1,通用术语,,
movie,1,通用术语,,
resembling,1,通用术语,,
shoved,1,通用术语,,
slipping,1,通用术语,,
icy,1,通用术语,,
atlas,1,通用术语,,
humanoid,1,通用术语,,
backflips,1,通用术语,,
ackerman,1,通用术语,,
guizzo,1,通用术语,,
spacecraft,1,通用术语,,
jonsson,1,通用术语,,
monitored,1,通用术语,,
plans—detecting,1,通用术语,,
recovering,1,通用术语,,
toolkit,1,通用术语,,
barreiro,1,通用术语,,
mar,1,通用术语,,
rover,1,通用术语,,
extant,1,通用术语,,
winternitz,1,通用术语,,
persian,1,通用术语,,
gulf,1,通用术语,,
crisis,1,通用术语,,
force,1,通用术语,,
replanning,1,通用术语,,
logistics,1,通用术语,,
transportation,1,通用术语,,
transport,1,通用术语,,
airfield,1,通用术语,,
defense,1,通用术语,,
paid,1,通用术语,,
30-year,1,通用术语,,
ride,1,通用术语,,
hailing,1,通用术语,,
uber,1,通用术语,,
plotting,1,通用术语,,
document,1,通用术语,,
native,1,通用术语,,
conversational,1,通用术语,,
switchboard,1,通用术语,,
transcribing,1,通用术语,,
telephone,1,通用术语,,
xiong,1,通用术语,,
keyboard,1,通用术语,,
skype,1,通用术语,,
speech-to-speech,1,通用术语,,
siri,1,通用术语,,
cortana,1,通用术语,,
duplex,1,通用术语,,
synthesis,1,通用术语,,
restaurant,1,通用术语,,
reservation,1,通用术语,,
fluent,1,通用术语,,
amazon,1,通用术语,,
facebook,1,通用术语,,
netflix,1,通用术语,,
spotify,1,通用术语,,
walmart,1,通用术语,,
recommender,1,通用术语,,
resnick,1,通用术语,,
varian,1,通用术语,,
music,1,通用术语,,
metadata,1,通用术语,,
den,1,通用术语,,
oord,1,通用术语,,
dis-recommendation,1,通用术语,,
filter,1,通用术语,,
recipient,1,通用术语,,
defeated,1,通用术语,,
garry,1,通用术语,,
kasparov,1,通用术语,,
defender,1,通用术语,,
supremacy,1,通用术语,,
piet,1,通用术语,,
hut,1,通用术语,,
astrophysicist,1,通用术语,,
enthusiast,1,通用术语,,
surpassed,1,通用术语,,
jie,1,通用术语,,
go.,1,通用术语,,
benefited,1,通用术语,,
distilled,1,通用术语,,
followup,1,通用术语,,
ero,1,通用术语,,
self-play,1,通用术语,,
defeat,1,通用术语,,
shogi,1,通用术语,,
beaten,1,通用术语,,
ferrucci,1,通用术语,,
bowling,1,通用术语,,
moravčík,1,通用术语,,
sandholm,1,通用术语,,
fernandez,1,通用术语,,
mahlmann,1,通用术语,,
jaderberg,1,通用术语,,
challenging,1,通用术语,,
captioning,1,通用术语,,
riding,1,通用术语,,
motorcycle,1,通用术语,,
pizza,1,通用术语,,
oven,1,通用术语,,
young,1,通用术语,,
frisbee,1,通用术语,,
refrigerator,1,通用术语,,
no-parking,1,通用术语,,
obscured,1,通用术语,,
sticker,1,通用术语,,
alzheimer,1,通用术语,,
ding,1,通用术语,,
esteva,1,通用术语,,
ophthalmic,1,通用术语,,
gulshan,1,通用术语,,
meta-analysis,1,通用术语,,
health,1,通用术语,,
facilitating,1,通用术语,,
human–machine,1,通用术语,,
yna,1,通用术语,,
breast,1,通用术语,,
cancer—better,1,通用术语,,
unaided,1,通用术语,,
expert—but,1,通用术语,,
steiner,1,通用术语,,
adoption,1,通用术语,,
diagnostic,1,通用术语,,
clinical,1,通用术语,,
transparency,1,通用术语,,
topol,1,通用术语,,
approved,1,通用术语,,
fda,1,通用术语,,
gordon,1,通用术语,,
discovers,1,通用术语,,
buried,1,通用术语,,
exaop,1,通用术语,,
kurth,1,通用术语,,
rolnick,1,通用术语,,
60-page,1,通用术语,,
catalog,1,通用术语,,
tackle,1,通用术语,,
fiction—but,1,通用术语,,
credited,1,通用术语,,
wisdom,1,通用术语,,
ambiguous,1,通用术语,,
serving,1,通用术语,,
remedy.,1,通用术语,,
remedies—in,1,通用术语,,
parlance,1,通用术语,,
civilization,1,通用术语,,
ceiling,1,通用术语,,
humanity,1,通用术语,,
menial,1,通用术语,,
repetitive,1,通用术语,,
presage,1,通用术语,,
peace,1,通用术语,,
accelerate,1,通用术语,,
shortage,1,通用术语,,
demis,1,通用术语,,
hassabis,1,通用术语,,
ceo,1,通用术语,,
deepmind,1,通用术语,,
else.,1,通用术语,,
inadvertent,1,通用术语,,
locate,1,通用术语,,
scalability,1,通用术语,,
absence,1,通用术语,,
supervision,1,通用术语,,
pre-treaty,1,通用术语,,
governmental,1,通用术语,,
persuasion,1,通用术语,,
tedious,1,通用术语,,
questionable,1,通用术语,,
security,1,通用术语,,
phone,1,通用术语,,
messaging,1,通用术语,,
scalable,1,通用术语,,
fashion,1,通用术语,,
tailoring,1,通用术语,,
extent—a,1,通用术语,,
election,1,通用术语,,
careless,1,通用术语,,
parole,1,通用术语,,
loan,1,通用术语,,
gender,1,通用术语,,
protected,1,通用术语,,
productive,1,通用术语,,
employable,1,通用术语,,
profitable,1,通用术语,,
wage,1,通用术语,,
impractical,1,通用术语,,
shifting,1,通用术语,,
capital,1,通用术语,,
exacerbating,1,通用术语,,
technology—such,1,通用术语,,
looms—have,1,通用术语,,
resulted,1,通用术语,,
disruption,1,通用术语,,
high-stakes,1,通用术语,,
managing,1,通用术语,,
fatal,1,通用术语,,
verification,1,通用术语,,
prevalent,1,通用术语,,
stake,1,通用术语,,
cybersecurity,1,通用术语,,
defending,1,通用术语,,
cyberattack,1,通用术语,,
detecting,1,通用术语,,
unusual,1,通用术语,,
potency,1,通用术语,,
survivability,1,通用术语,,
proliferation,1,通用术语,,
malware,1,通用术语,,
personalized,1,通用术语,,
blackmail,1,通用术语,,
phishing,1,通用术语,,
revisit,1,通用术语,,
governance,1,通用术语,,
voluntary,1,通用术语,,
self-governance,1,通用术语,,
ai-related,1,通用术语,,
advisory,1,通用术语,,
prepare,1,通用术语,,
long-standing,1,通用术语,,
overshadowed,1,通用术语,,
understanding—often,1,通用术语,,
leader,1,通用术语,,
reminded,1,通用术语,,
beal,1,通用术语,,
concurred,1,通用术语,,
measurable,1,通用术语,,
herb,1,通用术语,,
create.,1,通用术语,,
hlai—a,1,通用术语,,
agi,1,通用术语,,
goertzel,1,通用术语,,
asi,1,通用术语,,
—intelligence,1,通用术语,,
surpasses,1,通用术语,,
ability—might,1,通用术语,,
yudkowsky,1,通用术语,,
probable,1,通用术语,,
outstrip,1,通用术语,,
feeble,1,通用术语,,
erewhon,1,通用术语,,
pronouncement,1,通用术语,,
stephen,1,通用术语,,
hawking,1,通用术语,,
bill,1,通用术语,,
rees,1,通用术语,,
elon,1,通用术语,,
musk,1,通用术语,,
experiencing,1,通用术语,,
unease,1,通用术语,,
now-extinct,1,通用术语,,
primate,1,通用术语,,
evolved,1,通用术语,,
cede,1,通用术语,,
future—then,1,通用术语,,
corollary,1,通用术语,,
arrived,1,通用术语,,
wise,1,通用术语,,
caution,1,通用术语,,
culture,1,通用术语,,
myth,1,通用术语,,
genie,1,通用术语,,
magician,1,通用术语,,
devil,1,通用术语,,
regret,1,通用术语,,
legendary,1,通用术语,,
mythology,1,通用术语,,
gold,1,通用术语,,
regretted,1,通用术语,,
predicament,1,通用术语,,
strive,1,通用术语,,
edition,1,通用术语,,
invert,1,通用术语,,
group—so,1,通用术语,,
cultural,1,通用术语,,
ideal,1,通用术语,,
pursues,1,通用术语,,
conceivable,1,通用术语,,
groundwork,1,通用术语,,
ever-more-powerful,1,通用术语,,
usable,1,通用术语,,
cutback,1,通用术语,,
creative,1,通用术语,,
refining,1,通用术语,,
matured,1,通用术语,,
hand-crafted,1,通用术语,,
controlling,1,通用术语,,
evolve,1,通用术语,,
unpredictable,1,通用术语,,
necessitate,1,通用术语,,
pedro,1,通用术语,,
domingo,1,通用术语,,
leadership,1,通用术语,,
advancement,1,通用术语,,
sigai,1,通用术语,,
sigart,1,通用术语,,
behaviour,1,通用术语,,
aisb,1,通用术语,,
nonprofit,1,通用术语,,
topical,1,通用术语,,
aaai.org,1,通用术语,,
proceeding,1,通用术语,,
ecai,1,通用术语,,
learning.,1,通用术语,,
dictionary,1,通用术语,,
clarity.,1,通用术语,,
conceding,1,通用术语,,
ruy,1,通用术语,,
lopez,1,通用术语,,
sun,1,通用术语,,
eyes.,1,通用术语,,
organon,1,通用术语,,
instrument,1,通用术语,,
logic—an,1,通用术语,,
arcane,1,通用术语,,
textual,1,通用术语,,
features—never,1,通用术语,,
shrew,1,通用术语,,
brain/body,1,通用术语,,
cite,1,通用术语,,
alexander,1,通用术语,,
hood,1,通用术语,,
persisted,1,通用术语,,
embedded,1,通用术语,,
propounded,1,通用术语,,
doctrine.,1,通用术语,,
antagonistic,1,通用术语,,
cartoonist,1,通用术语,,
whimsical,1,通用术语,,
contraption,1,通用术语,,
everyday,1,通用术语,,
buttering,1,通用术语,,
toast,1,通用术语,,
postwar,1,通用术语,,
research—for,1,通用术语,,
—but,1,通用术语,,
blocked,1,通用术语,,
mellon,1,通用术语,,
cmu,1,通用术语,,
official,1,通用术语,,
